,weight,height,label,predict
2525,0.62,0.74,fat,fat
2526,0.39,0.66,normal,normal
2527,0.61,0.68,fat,fat
2528,0.58,0.84,normal,normal
2529,0.62,0.855,normal,normal
2530,0.5,0.695,fat,fat
2531,0.5,0.69,fat,fat
2532,0.42,0.645,fat,fat
2533,0.35,0.735,thin,thin
2534,0.35,0.885,thin,thin
2535,0.37,0.85,thin,thin
2536,0.66,0.945,thin,normal
2537,0.64,0.735,fat,fat
2538,0.65,0.715,fat,fat
2539,0.44,0.8,thin,thin
2540,0.75,0.9,normal,normal
2541,0.61,0.75,fat,fat
2542,0.5,0.675,fat,fat
2543,0.8,0.99,normal,normal
2544,0.54,0.645,fat,fat
2545,0.57,0.9,thin,thin
2546,0.5,0.92,thin,thin
2547,0.39,0.73,thin,thin
2548,0.62,0.665,fat,fat
2549,0.64,0.74,fat,fat
2550,0.48,0.805,normal,thin
2551,0.42,0.955,thin,thin
2552,0.39,0.825,thin,thin
2553,0.38,0.655,normal,normal
2554,0.58,0.88,normal,normal
2555,0.47,0.665,fat,fat
2556,0.45,0.74,normal,normal
2557,0.38,0.615,fat,fat
2558,0.73,0.885,normal,normal
2559,0.37,0.62,normal,normal
2560,0.4,0.69,normal,normal
2561,0.39,0.995,thin,thin
2562,0.5,0.7,fat,fat
2563,0.67,0.905,normal,normal
2564,0.49,0.705,normal,normal
2565,0.51,0.835,thin,thin
2566,0.59,0.835,normal,normal
2567,0.61,1.0,thin,thin
2568,0.77,0.67,fat,fat
2569,0.47,0.64,fat,fat
2570,0.54,0.785,normal,normal
2571,0.48,0.605,fat,fat
2572,0.58,0.69,fat,fat
2573,0.49,0.835,thin,thin
2574,0.51,0.9,thin,thin
2575,0.57,0.69,fat,fat
2576,0.41,0.875,thin,thin
2577,0.66,0.735,fat,fat
2578,0.44,0.8,thin,thin
2579,0.41,0.645,normal,normal
2580,0.6,0.765,fat,fat
2581,0.36,0.835,thin,thin
2582,0.74,0.785,fat,fat
2583,0.73,0.62,fat,fat
2584,0.6,0.725,fat,fat
2585,0.77,0.965,normal,normal
2586,0.55,0.83,normal,normal
2587,0.78,0.895,normal,normal
2588,0.78,0.835,fat,fat
2589,0.57,0.8,normal,normal
2590,0.43,0.665,normal,normal
2591,0.44,0.975,thin,thin
2592,0.42,0.755,thin,thin
2593,0.48,0.995,thin,thin
2594,0.51,0.645,fat,fat
2595,0.74,0.8,fat,fat
2596,0.57,0.95,thin,thin
2597,0.76,0.825,fat,fat
2598,0.64,0.965,thin,thin
2599,0.64,0.815,normal,normal
2600,0.66,0.81,fat,fat
2601,0.37,0.94,thin,thin
2602,0.66,0.795,fat,fat
2603,0.38,0.77,thin,thin
2604,0.46,0.92,thin,thin
2605,0.79,0.77,fat,fat
2606,0.46,0.935,thin,thin
2607,0.71,0.89,normal,normal
2608,0.6,0.98,thin,thin
2609,0.54,0.75,normal,normal
2610,0.65,0.6,fat,fat
2611,0.63,0.725,fat,fat
2612,0.38,0.87,thin,thin
2613,0.59,0.76,fat,fat
2614,0.67,0.875,normal,normal
2615,0.53,0.98,thin,thin
2616,0.78,0.9,normal,normal
2617,0.55,0.74,fat,fat
2618,0.52,0.73,normal,normal
2619,0.54,0.955,thin,thin
2620,0.77,0.85,fat,fat
2621,0.66,0.97,thin,thin
2622,0.37,0.735,thin,thin
2623,0.78,0.9,normal,normal
2624,0.78,0.91,normal,normal
2625,0.76,0.68,fat,fat
2626,0.51,0.925,thin,thin
2627,0.64,0.695,fat,fat
2628,0.41,0.97,thin,thin
2629,0.7,0.915,normal,normal
2630,0.69,0.78,fat,fat
2631,0.67,0.73,fat,fat
2632,0.66,1.0,thin,thin
2633,0.48,0.805,normal,thin
2634,0.69,0.765,fat,fat
2635,0.39,0.86,thin,thin
2636,0.39,0.92,thin,thin
2637,0.77,0.78,fat,fat
2638,0.73,0.83,fat,fat
2639,0.75,0.765,fat,fat
2640,0.37,0.865,thin,thin
2641,0.59,0.78,normal,normal
2642,0.48,0.665,fat,fat
2643,0.41,0.655,normal,normal
2644,0.63,0.66,fat,fat
2645,0.64,0.91,normal,normal
2646,0.76,0.82,fat,fat
2647,0.62,0.675,fat,fat
2648,0.67,0.76,fat,fat
2649,0.48,0.94,thin,thin
2650,0.42,0.92,thin,thin
2651,0.73,0.995,thin,normal
2652,0.57,0.99,thin,thin
2653,0.55,0.735,fat,fat
2654,0.39,0.775,thin,thin
2655,0.49,0.61,fat,fat
2656,0.75,0.9,normal,normal
2657,0.67,0.635,fat,fat
2658,0.61,0.715,fat,fat
2659,0.37,0.78,thin,thin
2660,0.42,0.67,normal,normal
2661,0.45,0.645,fat,fat
2662,0.73,0.615,fat,fat
2663,0.64,0.9,normal,normal
2664,0.36,0.96,thin,thin
2665,0.78,0.735,fat,fat
2666,0.38,0.815,thin,thin
2667,0.73,0.605,fat,fat
2668,0.38,0.84,thin,thin
2669,0.39,0.97,thin,thin
2670,0.49,0.755,normal,normal
2671,0.64,0.87,normal,normal
2672,0.48,0.6,fat,fat
2673,0.8,1.0,normal,normal
2674,0.77,0.75,fat,fat
2675,0.5,0.6,fat,fat
2676,0.73,0.735,fat,fat
2677,0.71,0.65,fat,fat
2678,0.63,0.81,normal,normal
2679,0.76,0.825,fat,fat
2680,0.52,0.865,thin,thin
2681,0.35,0.97,thin,thin
2682,0.7,0.62,fat,fat
2683,0.61,0.715,fat,fat
2684,0.71,0.7,fat,fat
2685,0.35,0.785,thin,thin
2686,0.35,0.645,normal,normal
2687,0.65,0.615,fat,fat
2688,0.75,0.825,fat,fat
2689,0.78,0.78,fat,fat
2690,0.35,0.955,thin,thin
2691,0.69,0.67,fat,fat
2692,0.44,0.63,fat,fat
2693,0.77,0.635,fat,fat
2694,0.74,0.65,fat,fat
2695,0.7,0.91,normal,normal
2696,0.4,0.76,thin,thin
2697,0.7,0.685,fat,fat
2698,0.6,0.875,normal,normal
2699,0.8,0.66,fat,fat
2700,0.67,0.885,normal,normal
2701,0.69,0.63,fat,fat
2702,0.47,0.61,fat,fat
2703,0.75,0.955,normal,normal
2704,0.46,0.63,fat,fat
2705,0.56,0.8,normal,normal
2706,0.69,0.955,normal,normal
2707,0.74,0.945,normal,normal
2708,0.73,0.925,normal,normal
2709,0.6,0.965,thin,thin
2710,0.73,0.855,normal,normal
2711,0.56,0.73,fat,fat
2712,0.61,0.775,fat,fat
2713,0.65,0.63,fat,fat
2714,0.51,0.705,fat,fat
2715,0.75,0.63,fat,fat
2716,0.35,0.715,thin,thin
2717,0.4,0.86,thin,thin
2718,0.36,0.78,thin,thin
2719,0.69,0.605,fat,fat
2720,0.56,0.81,normal,normal
2721,0.47,0.98,thin,thin
2722,0.51,0.96,thin,thin
2723,0.66,0.625,fat,fat
2724,0.66,0.71,fat,fat
2725,0.8,0.845,fat,fat
2726,0.41,0.635,fat,fat
2727,0.43,0.93,thin,thin
2728,0.43,0.72,normal,normal
2729,0.37,0.645,normal,normal
2730,0.55,0.72,fat,fat
2731,0.76,0.955,normal,normal
2732,0.5,0.805,normal,normal
2733,0.42,0.73,normal,normal
2734,0.7,0.86,normal,normal
2735,0.41,0.75,thin,thin
2736,0.63,0.96,thin,thin
2737,0.7,0.605,fat,fat
2738,0.74,0.87,normal,normal
2739,0.69,0.725,fat,fat
2740,0.68,0.68,fat,fat
2741,0.48,0.775,normal,normal
2742,0.44,0.7,normal,normal
2743,0.73,0.835,fat,fat
2744,0.44,0.745,normal,normal
2745,0.44,0.955,thin,thin
2746,0.51,0.655,fat,fat
2747,0.53,0.96,thin,thin
2748,0.52,0.83,normal,normal
2749,0.71,0.675,fat,fat
2750,0.63,0.925,thin,normal
2751,0.72,0.7,fat,fat
2752,0.39,0.735,thin,thin
2753,0.39,0.75,thin,thin
2754,0.77,0.65,fat,fat
2755,0.58,1.0,thin,thin
2756,0.46,0.835,thin,thin
2757,0.41,0.925,thin,thin
2758,0.35,0.905,thin,thin
2759,0.64,0.695,fat,fat
2760,0.65,0.95,thin,thin
2761,0.73,0.83,fat,fat
2762,0.57,0.905,thin,thin
2763,0.44,0.995,thin,thin
2764,0.79,0.685,fat,fat
2765,0.8,0.92,normal,normal
2766,0.69,0.91,normal,normal
2767,0.45,0.95,thin,thin
2768,0.52,0.895,thin,thin
2769,0.46,0.93,thin,thin
2770,0.45,0.72,normal,normal
2771,0.77,0.775,fat,fat
2772,0.45,0.665,fat,fat
2773,0.41,0.76,thin,thin
2774,0.59,0.89,normal,normal
2775,0.39,0.65,normal,normal
2776,0.54,0.69,fat,fat
2777,0.51,0.73,normal,normal
2778,0.36,0.63,normal,normal
2779,0.5,0.62,fat,fat
2780,0.43,0.715,normal,normal
2781,0.74,0.7,fat,fat
2782,0.45,0.625,fat,fat
2783,0.36,0.945,thin,thin
2784,0.59,0.6,fat,fat
2785,0.47,0.895,thin,thin
2786,0.55,0.835,normal,normal
2787,0.7,0.715,fat,fat
2788,0.44,0.655,fat,fat
2789,0.65,0.735,fat,fat
2790,0.79,0.99,normal,normal
2791,0.59,0.93,thin,thin
2792,0.69,0.79,fat,fat
2793,0.42,0.9,thin,thin
2794,0.73,0.81,fat,fat
2795,0.5,0.81,normal,normal
2796,0.5,0.995,thin,thin
2797,0.43,0.775,thin,thin
2798,0.49,0.97,thin,thin
2799,0.49,0.84,thin,thin
2800,0.35,0.74,thin,thin
2801,0.58,0.725,fat,fat
2802,0.61,0.725,fat,fat
2803,0.38,0.97,thin,thin
2804,0.45,0.62,fat,fat
2805,0.43,0.665,normal,normal
2806,0.46,0.84,thin,thin
2807,0.55,0.735,fat,fat
2808,0.46,0.64,fat,fat
2809,0.7,0.9,normal,normal
2810,0.41,0.85,thin,thin
2811,0.55,0.665,fat,fat
2812,0.53,0.9,thin,thin
2813,0.59,0.84,normal,normal
2814,0.7,0.61,fat,fat
2815,0.49,0.97,thin,thin
2816,0.44,0.615,fat,fat
2817,0.54,0.875,thin,thin
2818,0.36,0.645,normal,normal
2819,0.77,0.74,fat,fat
2820,0.45,0.815,thin,thin
2821,0.67,0.61,fat,fat
2822,0.65,0.755,fat,fat
2823,0.54,0.74,normal,normal
2824,0.53,0.92,thin,thin
2825,0.69,0.805,fat,fat
2826,0.7,0.7,fat,fat
2827,0.44,0.85,thin,thin
2828,0.73,0.675,fat,fat
2829,0.42,0.62,fat,fat
2830,0.48,0.95,thin,thin
2831,0.55,0.75,normal,normal
2832,0.42,0.685,normal,normal
2833,0.46,0.975,thin,thin
2834,0.6,0.995,thin,thin
2835,0.46,0.71,normal,normal
2836,0.56,0.71,fat,fat
2837,0.64,0.795,fat,fat
2838,0.76,0.785,fat,fat
2839,0.71,0.665,fat,fat
2840,0.56,0.985,thin,thin
2841,0.38,0.64,normal,normal
2842,0.51,0.685,fat,fat
2843,0.39,0.875,thin,thin
2844,0.53,0.795,normal,normal
2845,0.71,0.875,normal,normal
2846,0.6,0.75,fat,fat
2847,0.6,0.845,normal,normal
2848,0.43,0.805,thin,thin
2849,0.57,0.85,normal,normal
2850,0.69,0.67,fat,fat
2851,0.51,0.775,normal,normal
2852,0.79,0.655,fat,fat
2853,0.49,0.71,normal,normal
2854,0.6,1.0,thin,thin
2855,0.37,0.675,normal,normal
2856,0.42,0.635,fat,fat
2857,0.39,0.695,normal,normal
2858,0.68,0.815,fat,fat
2859,0.65,0.73,fat,fat
2860,0.76,0.83,fat,fat
2861,0.68,0.84,normal,normal
2862,0.36,0.635,normal,normal
2863,0.5,0.72,normal,normal
2864,0.53,0.995,thin,thin
2865,0.39,0.765,thin,thin
2866,0.58,0.78,normal,normal
2867,0.66,0.76,fat,fat
2868,0.54,0.685,fat,fat
2869,0.61,0.89,normal,normal
2870,0.54,0.95,thin,thin
2871,0.37,0.61,normal,fat
2872,0.79,0.845,fat,fat
2873,0.77,0.97,normal,normal
2874,0.8,0.78,fat,fat
2875,0.61,0.665,fat,fat
2876,0.41,0.765,thin,thin
2877,0.37,0.73,thin,thin
2878,0.37,0.67,normal,normal
2879,0.67,0.86,normal,normal
2880,0.7,0.91,normal,normal
2881,0.54,0.925,thin,thin
2882,0.37,0.905,thin,thin
2883,0.35,0.845,thin,thin
2884,0.42,0.995,thin,thin
2885,0.79,0.805,fat,fat
2886,0.4,0.935,thin,thin
2887,0.45,0.86,thin,thin
2888,0.43,0.95,thin,thin
2889,0.5,0.675,fat,fat
2890,0.69,0.765,fat,fat
2891,0.62,0.8,normal,normal
2892,0.68,0.76,fat,fat
2893,0.54,0.695,fat,fat
2894,0.56,0.695,fat,fat
2895,0.73,0.845,fat,fat
2896,0.53,0.91,thin,thin
2897,0.7,0.875,normal,normal
2898,0.5,0.725,normal,normal
2899,0.71,0.785,fat,fat
2900,0.7,0.78,fat,fat
2901,0.38,0.765,thin,thin
2902,0.48,0.855,thin,thin
2903,0.62,0.68,fat,fat
2904,0.77,0.895,normal,normal
2905,0.37,0.88,thin,thin
2906,0.79,0.885,fat,fat
2907,0.65,0.645,fat,fat
2908,0.47,0.615,fat,fat
2909,0.76,0.71,fat,fat
2910,0.75,0.76,fat,fat
2911,0.35,0.76,thin,thin
2912,0.73,0.73,fat,fat
2913,0.61,0.765,fat,fat
2914,0.79,0.68,fat,fat
2915,0.47,0.875,thin,thin
2916,0.6,0.655,fat,fat
2917,0.49,0.6,fat,fat
2918,0.71,0.88,normal,normal
2919,0.67,0.935,normal,normal
2920,0.54,0.805,normal,normal
2921,0.43,0.99,thin,thin
2922,0.35,0.6,normal,normal
2923,0.43,0.665,normal,normal
2924,0.35,0.675,normal,normal
2925,0.68,0.855,normal,normal
2926,0.37,0.78,thin,thin
2927,0.6,0.775,normal,normal
2928,0.55,0.625,fat,fat
2929,0.44,0.665,normal,normal
2930,0.51,0.75,normal,normal
2931,0.38,0.81,thin,thin
2932,0.38,0.99,thin,thin
2933,0.48,0.71,normal,normal
2934,0.45,0.665,fat,fat
2935,0.52,0.71,fat,fat
2936,0.39,0.955,thin,thin
2937,0.4,0.665,normal,normal
2938,0.55,0.88,thin,thin
2939,0.4,0.875,thin,thin
2940,0.8,0.9,normal,normal
2941,0.7,0.67,fat,fat
2942,0.61,0.895,normal,normal
2943,0.48,0.905,thin,thin
2944,0.43,0.91,thin,thin
2945,0.55,0.775,normal,normal
2946,0.64,0.805,normal,normal
2947,0.79,0.775,fat,fat
2948,0.57,0.94,thin,thin
2949,0.74,0.865,normal,normal
2950,0.63,0.655,fat,fat
2951,0.35,0.985,thin,thin
2952,0.36,0.67,normal,normal
2953,0.39,0.84,thin,thin
2954,0.5,0.66,fat,fat
2955,0.36,0.815,thin,thin
2956,0.59,0.74,fat,fat
2957,0.74,0.675,fat,fat
2958,0.58,0.895,thin,thin
2959,0.68,0.68,fat,fat
2960,0.75,0.705,fat,fat
2961,0.59,0.62,fat,fat
2962,0.73,0.915,normal,normal
2963,0.51,0.77,normal,normal
2964,0.35,0.955,thin,thin
2965,0.61,0.875,normal,normal
2966,0.54,0.925,thin,thin
2967,0.79,0.915,normal,normal
2968,0.8,0.745,fat,fat
2969,0.52,0.795,normal,normal
2970,0.73,0.925,normal,normal
2971,0.78,0.735,fat,fat
2972,0.75,0.72,fat,fat
2973,0.43,0.845,thin,thin
2974,0.57,0.63,fat,fat
2975,0.69,0.67,fat,fat
2976,0.63,0.615,fat,fat
2977,0.76,0.825,fat,fat
2978,0.7,0.665,fat,fat
2979,0.49,0.66,fat,fat
2980,0.75,0.68,fat,fat
2981,0.4,0.765,thin,thin
2982,0.72,0.895,normal,normal
2983,0.7,0.96,normal,normal
2984,0.36,0.8,thin,thin
2985,0.66,0.885,normal,normal
2986,0.64,1.0,thin,thin
2987,0.38,0.63,normal,normal
2988,0.68,0.805,fat,fat
2989,0.63,0.89,normal,normal
2990,0.39,0.665,normal,normal
2991,0.77,0.655,fat,fat
2992,0.62,0.795,normal,normal
2993,0.6,0.82,normal,normal
2994,0.38,0.965,thin,thin
2995,0.48,0.655,fat,fat
2996,0.39,0.83,thin,thin
2997,0.74,0.665,fat,fat
2998,0.46,0.98,thin,thin
2999,0.45,0.92,thin,thin
3000,0.35,0.645,normal,normal
3001,0.58,0.765,normal,normal
3002,0.75,0.66,fat,fat
3003,0.74,0.955,normal,normal
3004,0.4,0.86,thin,thin
3005,0.49,0.86,thin,thin
3006,0.45,0.71,normal,normal
3007,0.66,0.975,thin,thin
3008,0.73,0.79,fat,fat
3009,0.6,0.8,normal,normal
3010,0.76,0.93,normal,normal
3011,0.67,0.935,normal,normal
3012,0.64,0.82,normal,normal
3013,0.48,0.95,thin,thin
3014,0.8,0.88,fat,fat
3015,0.58,0.86,normal,normal
3016,0.4,0.745,thin,thin
3017,0.56,1.0,thin,thin
3018,0.43,0.825,thin,thin
3019,0.71,0.675,fat,fat
3020,0.69,0.695,fat,fat
3021,0.68,0.75,fat,fat
3022,0.41,0.765,thin,thin
3023,0.38,0.95,thin,thin
3024,0.57,0.675,fat,fat
3025,0.52,0.605,fat,fat
3026,0.67,0.87,normal,normal
3027,0.58,0.775,normal,normal
3028,0.75,0.665,fat,fat
3029,0.44,0.745,normal,normal
3030,0.8,0.725,fat,fat
3031,0.4,0.94,thin,thin
3032,0.56,0.98,thin,thin
3033,0.76,0.63,fat,fat
3034,0.56,0.965,thin,thin
3035,0.53,0.625,fat,fat
3036,0.54,0.785,normal,normal
3037,0.43,0.945,thin,thin
3038,0.72,0.91,normal,normal
3039,0.66,0.935,normal,normal
3040,0.51,0.685,fat,fat
3041,0.37,0.975,thin,thin
3042,0.45,0.87,thin,thin
3043,0.42,0.765,thin,thin
3044,0.66,0.8,fat,fat
3045,0.4,0.665,normal,normal
3046,0.75,0.765,fat,fat
3047,0.61,0.86,normal,normal
3048,0.45,0.77,normal,normal
3049,0.8,0.945,normal,normal
3050,0.52,0.825,normal,normal
3051,0.49,0.785,normal,normal
3052,0.52,0.91,thin,thin
3053,0.67,0.765,fat,fat
3054,0.68,0.8,fat,fat
3055,0.59,0.69,fat,fat
3056,0.76,0.84,fat,fat
3057,0.69,0.82,fat,fat
3058,0.5,0.605,fat,fat
3059,0.45,0.64,fat,fat
3060,0.65,0.785,fat,fat
3061,0.36,0.78,thin,thin
3062,0.53,0.94,thin,thin
3063,0.62,0.67,fat,fat
3064,0.64,0.86,normal,normal
3065,0.58,0.7,fat,fat
3066,0.78,0.75,fat,fat
3067,0.73,0.685,fat,fat
3068,0.49,0.855,thin,thin
3069,0.37,0.805,thin,thin
3070,0.4,0.615,fat,fat
3071,0.43,0.715,normal,normal
3072,0.52,0.775,normal,normal
3073,0.73,0.91,normal,normal
3074,0.63,0.955,thin,thin
3075,0.46,0.82,thin,thin
3076,0.43,0.96,thin,thin
3077,0.43,0.94,thin,thin
3078,0.48,0.74,normal,normal
3079,0.69,0.97,thin,normal
3080,0.38,0.955,thin,thin
3081,0.37,0.935,thin,thin
3082,0.51,0.955,thin,thin
3083,0.71,0.805,fat,fat
3084,0.7,0.66,fat,fat
3085,0.49,0.68,fat,fat
3086,0.4,0.785,thin,thin
3087,0.47,0.655,fat,fat
3088,0.58,0.705,fat,fat
3089,0.49,0.865,thin,thin
3090,0.68,0.685,fat,fat
3091,0.66,0.72,fat,fat
3092,0.41,0.67,normal,normal
3093,0.43,0.88,thin,thin
3094,0.71,0.645,fat,fat
3095,0.62,0.775,fat,fat
3096,0.76,0.865,fat,fat
3097,0.58,0.7,fat,fat
3098,0.35,0.745,thin,thin
3099,0.43,0.92,thin,thin
3100,0.35,0.79,thin,thin
3101,0.52,0.605,fat,fat
3102,0.61,0.79,normal,normal
3103,0.61,0.715,fat,fat
3104,0.59,0.615,fat,fat
3105,0.5,0.665,fat,fat
3106,0.43,0.61,fat,fat
3107,0.44,0.99,thin,thin
3108,0.5,0.965,thin,thin
3109,0.73,0.91,normal,normal
3110,0.36,0.965,thin,thin
3111,0.56,0.775,normal,normal
3112,0.64,0.95,thin,thin
3113,0.76,0.91,normal,normal
3114,0.55,0.605,fat,fat
3115,0.46,0.695,normal,normal
3116,0.52,0.66,fat,fat
3117,0.58,0.965,thin,thin
3118,0.56,0.735,fat,fat
3119,0.65,0.735,fat,fat
3120,0.51,0.625,fat,fat
3121,0.62,0.78,fat,fat
3122,0.68,0.96,thin,normal
3123,0.62,0.765,fat,fat
3124,0.46,0.66,fat,fat
3125,0.44,0.725,normal,normal
3126,0.78,0.97,normal,normal
3127,0.43,0.89,thin,thin
3128,0.64,0.94,thin,thin
3129,0.65,0.865,normal,normal
3130,0.61,0.8,normal,normal
3131,0.69,0.91,normal,normal
3132,0.6,0.6,fat,fat
3133,0.58,0.64,fat,fat
3134,0.5,0.61,fat,fat
3135,0.53,0.935,thin,thin
3136,0.58,0.75,fat,fat
3137,0.41,0.795,thin,thin
3138,0.36,0.71,thin,thin
3139,0.79,0.765,fat,fat
3140,0.63,0.89,normal,normal
3141,0.79,0.71,fat,fat
3142,0.48,0.72,normal,normal
3143,0.72,0.92,normal,normal
3144,0.8,0.805,fat,fat
3145,0.39,0.85,thin,thin
3146,0.5,0.735,normal,normal
3147,0.41,0.67,normal,normal
3148,0.47,0.635,fat,fat
3149,0.54,0.895,thin,thin
3150,0.53,0.745,normal,normal
3151,0.59,0.785,normal,normal
3152,0.38,0.83,thin,thin
3153,0.39,0.995,thin,thin
3154,0.35,0.68,normal,normal
3155,0.49,0.705,normal,normal
3156,0.68,0.605,fat,fat
3157,0.73,0.82,fat,fat
3158,0.79,0.67,fat,fat
3159,0.75,0.665,fat,fat
3160,0.79,0.855,fat,fat
3161,0.79,0.815,fat,fat
3162,0.44,0.62,fat,fat
3163,0.65,0.645,fat,fat
3164,0.53,0.675,fat,fat
3165,0.77,0.66,fat,fat
3166,0.41,0.76,thin,thin
3167,0.53,0.91,thin,thin
3168,0.58,0.94,thin,thin
3169,0.54,0.84,normal,normal
3170,0.71,0.94,normal,normal
3171,0.49,0.93,thin,thin
3172,0.52,0.73,normal,normal
3173,0.8,0.78,fat,fat
3174,0.51,0.91,thin,thin
3175,0.46,0.735,normal,normal
3176,0.68,0.66,fat,fat
3177,0.68,0.825,normal,normal
3178,0.78,0.93,normal,normal
3179,0.45,0.66,fat,fat
3180,0.79,0.63,fat,fat
3181,0.37,0.96,thin,thin
3182,0.53,0.745,normal,normal
3183,0.77,0.76,fat,fat
3184,0.75,0.625,fat,fat
3185,0.42,0.975,thin,thin
3186,0.79,0.68,fat,fat
3187,0.53,1.0,thin,thin
3188,0.64,0.755,fat,fat
3189,0.72,0.74,fat,fat
3190,0.72,1.0,thin,thin
3191,0.53,0.84,normal,normal
3192,0.35,0.685,normal,normal
3193,0.58,0.87,normal,normal
3194,0.62,0.885,normal,normal
3195,0.73,0.705,fat,fat
3196,0.77,0.775,fat,fat
3197,0.53,1.0,thin,thin
3198,0.62,0.98,thin,thin
3199,0.46,0.705,normal,normal
3200,0.74,0.72,fat,fat
3201,0.53,0.635,fat,fat
3202,0.43,0.68,normal,normal
3203,0.49,0.91,thin,thin
3204,0.64,0.655,fat,fat
3205,0.72,0.795,fat,fat
3206,0.56,0.865,normal,normal
3207,0.46,0.88,thin,thin
3208,0.73,0.92,normal,normal
3209,0.63,0.705,fat,fat
3210,0.55,0.81,normal,normal
3211,0.64,0.805,normal,normal
3212,0.37,0.84,thin,thin
3213,0.4,0.905,thin,thin
3214,0.61,0.69,fat,fat
3215,0.66,0.615,fat,fat
3216,0.65,0.835,normal,normal
3217,0.61,0.825,normal,normal
3218,0.59,0.98,thin,thin
3219,0.56,0.655,fat,fat
3220,0.69,0.655,fat,fat
3221,0.48,0.955,thin,thin
3222,0.37,0.905,thin,thin
3223,0.48,0.63,fat,fat
3224,0.54,0.73,fat,fat
3225,0.36,0.755,thin,thin
3226,0.5,0.97,thin,thin
3227,0.69,0.915,normal,normal
3228,0.37,0.65,normal,normal
3229,0.75,0.82,fat,fat
3230,0.73,0.915,normal,normal
3231,0.35,0.64,normal,normal
3232,0.57,0.625,fat,fat
3233,0.66,0.815,normal,normal
3234,0.75,0.64,fat,fat
3235,0.6,0.665,fat,fat
3236,0.36,0.79,thin,thin
3237,0.7,0.985,thin,thin
3238,0.61,0.95,thin,thin
3239,0.53,0.725,fat,fat
3240,0.66,0.855,normal,normal
3241,0.69,0.78,fat,fat
3242,0.64,0.755,fat,fat
3243,0.71,0.88,normal,normal
3244,0.42,0.895,thin,thin
3245,0.56,0.825,normal,normal
3246,0.78,0.62,fat,fat
3247,0.67,0.755,fat,fat
3248,0.54,0.895,thin,thin
3249,0.48,0.9,thin,thin
3250,0.78,0.965,normal,normal
3251,0.37,0.95,thin,thin
3252,0.8,0.76,fat,fat
3253,0.49,0.78,normal,normal
3254,0.56,0.6,fat,fat
3255,0.48,0.705,normal,normal
3256,0.55,0.715,fat,fat
3257,0.7,0.885,normal,normal
3258,0.8,0.85,fat,fat
3259,0.55,0.955,thin,thin
3260,0.63,0.68,fat,fat
3261,0.36,0.7,thin,normal
3262,0.37,0.935,thin,thin
3263,0.4,0.605,fat,fat
3264,0.74,0.805,fat,fat
3265,0.48,0.6,fat,fat
3266,0.38,0.74,thin,thin
3267,0.7,0.675,fat,fat
3268,0.58,0.67,fat,fat
3269,0.41,0.895,thin,thin
3270,0.64,0.785,fat,fat
3271,0.79,0.98,normal,normal
3272,0.4,0.645,normal,normal
3273,0.4,0.845,thin,thin
3274,0.48,0.93,thin,thin
3275,0.38,0.71,normal,normal
3276,0.38,0.96,thin,thin
3277,0.75,0.695,fat,fat
3278,0.74,0.655,fat,fat
3279,0.72,0.94,normal,normal
3280,0.52,0.655,fat,fat
3281,0.78,0.995,normal,normal
3282,0.79,0.63,fat,fat
3283,0.43,0.725,normal,normal
3284,0.61,0.725,fat,fat
3285,0.79,0.625,fat,fat
3286,0.77,0.89,normal,normal
3287,0.52,0.91,thin,thin
3288,0.52,0.88,thin,thin
3289,0.45,0.76,normal,normal
3290,0.51,0.615,fat,fat
3291,0.58,0.615,fat,fat
3292,0.5,0.62,fat,fat
3293,0.79,0.8,fat,fat
3294,0.79,0.91,normal,normal
3295,0.64,0.75,fat,fat
3296,0.5,0.7,fat,fat
3297,0.5,0.6,fat,fat
3298,0.58,0.97,thin,thin
3299,0.79,0.675,fat,fat
3300,0.56,0.7,fat,fat
3301,0.61,0.84,normal,normal
3302,0.4,0.97,thin,thin
3303,0.56,0.835,normal,normal
3304,0.8,0.815,fat,fat
3305,0.43,0.965,thin,thin
3306,0.52,0.635,fat,fat
3307,0.44,0.68,normal,normal
3308,0.54,0.765,normal,normal
3309,0.8,0.86,fat,fat
3310,0.59,0.905,thin,thin
3311,0.42,0.735,normal,normal
3312,0.49,0.905,thin,thin
3313,0.68,0.685,fat,fat
3314,0.56,0.775,normal,normal
3315,0.71,0.77,fat,fat
3316,0.38,0.655,normal,normal
3317,0.65,0.99,thin,thin
3318,0.5,0.755,normal,normal
3319,0.4,0.67,normal,normal
3320,0.4,0.805,thin,thin
3321,0.61,0.69,fat,fat
3322,0.71,0.645,fat,fat
3323,0.74,0.655,fat,fat
3324,0.36,0.93,thin,thin
3325,0.51,0.79,normal,normal
3326,0.35,0.705,thin,thin
3327,0.75,0.7,fat,fat
3328,0.55,0.7,fat,fat
3329,0.56,0.705,fat,fat
3330,0.66,0.94,normal,normal
3331,0.77,0.775,fat,fat
3332,0.47,0.625,fat,fat
3333,0.64,0.965,thin,thin
3334,0.38,0.73,thin,thin
3335,0.61,0.665,fat,fat
3336,0.66,0.71,fat,fat
3337,0.37,0.825,thin,thin
3338,0.49,0.765,normal,normal
3339,0.66,0.825,normal,normal
3340,0.56,0.74,fat,fat
3341,0.46,0.905,thin,thin
3342,0.43,0.88,thin,thin
3343,0.77,0.93,normal,normal
3344,0.4,0.635,normal,normal
3345,0.47,0.87,thin,thin
3346,0.69,1.0,thin,thin
